original_index,task,ground_truth_text,predicted_label,top1_correct,candidate_count
1220,Instrument Recognition,"grasper, hook",grasper,True,6
1221,Instrument Recognition,"The classifications are grasper, hook.",hook,True,6
1222,Instrument Recognition,"They fall under grasper, hook.",bipolar,False,6
1223,Instrument Recognition,grasper,grasper,True,6
1224,Instrument Recognition,They are classified under Hook.,grasper,False,6
1225,Instrument Recognition,"grasper, hook",grasper,True,6
1226,Instrument Recognition,"grasper, hook",grasper,True,6
1227,Instrument Recognition,"They are classified into the categories: grasper, grasper, hook.",grasper,True,6
1228,Instrument Recognition,"grasper, irrigator",grasper,True,6
1229,Instrument Recognition,hook,grasper,False,6
1230,Instrument Recognition,hook,hook,True,6
1231,Instrument Recognition,grasper,grasper,True,6
1232,Instrument Recognition,"They are part of the categories Grasper, Clipper.",grasper,True,6
1233,Instrument Recognition,"They are part of the categories grasper, hook.",grasper,True,6
1234,Instrument Recognition,"They are categorized as Grasper, Hook.",grasper,True,6
1235,Instrument Recognition,grasper,grasper,True,6
1236,Instrument Recognition,They are classified as grasper.,grasper,True,6
1237,Instrument Recognition,"## Surgical Answers
(1) They are of types Hook.
(2) The surgical phase is Calot Triangle Dissection.",grasper,False,6
1238,Instrument Recognition,grasper,grasper,True,6
1239,Instrument Recognition,"## Surgical Answers
(1) They are classified as Hook.
(2) The surgical phase is Calot Triangle Dissection.",grasper,False,6
1240,Instrument Recognition,"They belong to the categories grasper, scissors.",clipper,False,6
1241,Instrument Recognition,grasper,grasper,True,6
1242,Instrument Recognition,bipolar,bipolar,True,6
1243,Instrument Recognition,"They are classified under the categories grasper, hook.",clipper,False,6
1244,Instrument Recognition,"## Surgical Answers
(1) They fall under the categories Grasper, Hook.
(2) The surgical phase is Calot Triangle Dissection.",grasper,True,6
1245,Instrument Recognition,"They fall into the categories grasper, clipper.",clipper,True,6
1246,Instrument Recognition,These instruments are part of Hook.,hook,True,6
1247,Instrument Recognition,hook,hook,True,6
1248,Instrument Recognition,hook,hook,True,6
1249,Instrument Recognition,grasper,grasper,True,6
1250,Instrument Recognition,hook,hook,True,6
1251,Instrument Recognition,They are classified as hook.,hook,True,6
1252,Instrument Recognition,hook,hook,True,6
1253,Instrument Recognition,hook,hook,True,6
1254,Instrument Recognition,hook,hook,True,6
1255,Instrument Recognition,"## Surgical Answers
(1) They are classified as Grasper, Hook.
(2) The phase is Gallbladder Dissection.",grasper,True,6
1256,Instrument Recognition,"grasper, clipper",grasper,True,6
1257,Instrument Recognition,"grasper, hook",grasper,True,6
1258,Instrument Recognition,hook,hook,True,6
1259,Instrument Recognition,"Their categories are grasper, hook.",grasper,True,6
1260,Instrument Recognition,hook,hook,True,6
1261,Instrument Recognition,The instrument categories are hook.,hook,True,6
1262,Instrument Recognition,hook,hook,True,6
1263,Instrument Recognition,"grasper, hook",grasper,True,6
1264,Instrument Recognition,hook,hook,True,6
1265,Instrument Recognition,scissors,grasper,False,6
1266,Instrument Recognition,grasper,grasper,True,6
1267,Instrument Recognition,"grasper, hook",grasper,True,6
1268,Instrument Recognition,hook,hook,True,6
1269,Instrument Recognition,They belong to the categories hook.,hook,True,6
1270,Instrument Recognition,"The visible instruments fall under grasper, hook.",hook,True,6
1271,Instrument Recognition,The categories are grasper.,bipolar,False,6
1272,Instrument Recognition,"The categories are grasper, hook.",hook,True,6
1273,Instrument Recognition,hook,hook,True,6
1274,Instrument Recognition,"grasper, hook",grasper,True,6
1275,Instrument Recognition,The types shown are grasper.,grasper,True,6
1276,Instrument Recognition,"grasper, hook",grasper,True,6
1277,Instrument Recognition,hook,grasper,False,6
1278,Instrument Recognition,"## Surgical Answers
(1) They are of types Grasper.
(2) The phase shown is Preparation.",irrigator,False,6
1279,Instrument Recognition,The categories are hook.,hook,True,6
1280,Instrument Recognition,grasper,grasper,True,6
1281,Instrument Recognition,grasper,grasper,True,6
1282,Instrument Recognition,grasper,grasper,True,6
1283,Instrument Recognition,grasper,grasper,True,6
1284,Instrument Recognition,"## Surgical Answers
(1) They belong to Hook.
(2) The phase in this image is Calot Triangle Dissection.",irrigator,False,6
1285,Instrument Recognition,"They fit into the categories grasper, hook.",grasper,True,6
1286,Instrument Recognition,"The categories are Grasper, Hook.",hook,True,6
1287,Instrument Recognition,They fall under the categories Hook.,hook,True,6
1288,Instrument Recognition,"## Surgical Answers
(1) The instrument categories are Hook.
(2) It's the Calot Triangle Dissection phase.",grasper,False,6
1289,Instrument Recognition,They fall under the categories bipolar.,clipper,False,6
1290,Instrument Recognition,"grasper, clipper",grasper,True,6
1291,Instrument Recognition,hook,hook,True,6
1292,Instrument Recognition,hook,hook,True,6
1293,Instrument Recognition,"Their categories are grasper, clipper.",grasper,True,6
1294,Instrument Recognition,"Their categories are Grasper, Hook.",grasper,True,6
1295,Instrument Recognition,"They fall under grasper, grasper.",grasper,True,6
1296,Instrument Recognition,They are classified as hook.,hook,True,6
1297,Instrument Recognition,The types of the instruments are Hook.,hook,True,6
1298,Instrument Recognition,hook,hook,True,6
1299,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Hook.
(2) The phase shown is Gallbladder Dissection.",grasper,False,6
1300,Instrument Recognition,"grasper, hook",grasper,True,6
1301,Instrument Recognition,grasper,grasper,True,6
1302,Instrument Recognition,They belong to the categories Hook.,hook,True,6
1303,Instrument Recognition,"They belong to the following categories: grasper, hook.",grasper,True,6
1304,Instrument Recognition,"grasper, hook",hook,True,6
1305,Instrument Recognition,"grasper, hook",grasper,True,6
1306,Instrument Recognition,"They belong to the categories grasper, grasper, hook.",grasper,True,6
1307,Instrument Recognition,The instrument categories are grasper.,grasper,True,6
1308,Instrument Recognition,"grasper, hook",grasper,True,6
1309,Instrument Recognition,"grasper, hook",grasper,True,6
1310,Instrument Recognition,"They belong to grasper, hook.",grasper,True,6
1311,Instrument Recognition,"grasper, hook",grasper,True,6
1312,Instrument Recognition,They are categorized under grasper.,irrigator,False,6
1313,Instrument Recognition,"grasper, hook",grasper,True,6
1314,Instrument Recognition,grasper,grasper,True,6
1315,Instrument Recognition,hook,grasper,False,6
1316,Instrument Recognition,"grasper, clipper",grasper,True,6
1317,Instrument Recognition,"grasper, hook",grasper,True,6
1318,Instrument Recognition,"## Surgical Answers
(1) They fall under the categories Hook.
(2) The depicted phase is Calot Triangle Dissection.",grasper,False,6
1319,Instrument Recognition,"The categories are grasper, hook.",hook,True,6
1320,Instrument Recognition,"They belong to the categories grasper, hook.",hook,True,6
1321,Instrument Recognition,grasper,grasper,True,6
1322,Instrument Recognition,"They belong to the following categories: grasper, clipper.",grasper,True,6
1323,Instrument Recognition,They belong to the categories grasper.,scissors,False,6
1324,Instrument Recognition,"They belong to the categories grasper, hook.",hook,True,6
1325,Instrument Recognition,"Their categories are grasper, hook.",grasper,True,6
1326,Instrument Recognition,"## Surgical Answers
(1) They fall under the categories Hook.
(2) It shows the Gallbladder Dissection phase.",irrigator,False,6
1327,Instrument Recognition,They fit the categories Hook.,hook,True,6
1328,Instrument Recognition,They are part of the categories hook.,grasper,False,6
1329,Instrument Recognition,hook,hook,True,6
1330,Instrument Recognition,"They belong to grasper, hook.",grasper,True,6
1331,Instrument Recognition,"## Surgical Answers
(1) They are classified under the categories Grasper, Hook.
(2) The phase depicted is Calot Triangle Dissection.",grasper,True,6
1332,Instrument Recognition,"grasper, irrigator",grasper,True,6
1333,Instrument Recognition,grasper,grasper,True,6
1334,Instrument Recognition,grasper,grasper,True,6
1335,Instrument Recognition,"## Surgical Answers
(1) They fit into the categories Grasper, Hook.
(2) The identified phase is Gallbladder Dissection.",grasper,True,6
1336,Instrument Recognition,They are part of the categories irrigator.,bipolar,False,6
1337,Instrument Recognition,They fall under the categories hook.,grasper,False,6
1338,Instrument Recognition,The types shown are Grasper.,grasper,True,6
1339,Instrument Recognition,grasper,grasper,True,6
1340,Instrument Recognition,hook,hook,True,6
1341,Instrument Recognition,"The types of the instruments are grasper, hook.",hook,True,6
1342,Instrument Recognition,"grasper, hook",hook,True,6
1343,Instrument Recognition,"They are classified as Grasper, Hook.",grasper,True,6
1344,Instrument Recognition,"grasper, clipper",grasper,True,6
1345,Instrument Recognition,grasper,grasper,True,6
1346,Instrument Recognition,"They belong to the categories grasper, hook.",hook,True,6
1347,Instrument Recognition,"## Surgical Answers
(1) The categories of the instruments are Grasper, Hook.
(2) The phase is Gallbladder Dissection.",grasper,True,6
1348,Instrument Recognition,"They fall into grasper, hook.",clipper,False,6
1349,Instrument Recognition,The types shown are Hook.,hook,True,6
1350,Instrument Recognition,"grasper, hook",grasper,True,6
1351,Instrument Recognition,"grasper, hook",grasper,True,6
1352,Instrument Recognition,"They are classified into the categories: grasper, hook.",hook,True,6
1353,Instrument Recognition,clipper,grasper,False,6
1354,Instrument Recognition,"grasper, hook",grasper,True,6
1355,Instrument Recognition,They fall under Hook.,hook,True,6
1356,Instrument Recognition,"They fall under the categories grasper, grasper.",grasper,True,6
1357,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Grasper.
(2) It captures the Preparation phase.",grasper,True,6
1358,Instrument Recognition,"grasper, hook",grasper,True,6
1359,Instrument Recognition,"They belong to the categories bipolar, grasper.",grasper,True,6
1360,Instrument Recognition,"They belong to the categories grasper, hook.",hook,True,6
1361,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Grasper, Hook.
(2) It illustrates the Gallbladder Dissection phase.",grasper,True,6
1362,Instrument Recognition,They are classified into the categories: hook.,hook,True,6
1363,Instrument Recognition,"## Surgical Answers
(1) They fit into Hook.
(2) It's the Calot Triangle Dissection phase.",irrigator,False,6
1364,Instrument Recognition,hook,hook,True,6
1365,Instrument Recognition,"grasper, hook",grasper,True,6
1366,Instrument Recognition,hook,hook,True,6
1367,Instrument Recognition,"They fall into the categories grasper, hook.",clipper,False,6
1368,Instrument Recognition,They belong to Hook.,hook,True,6
1369,Instrument Recognition,"The visible instruments fall under grasper, hook.",irrigator,False,6
1370,Instrument Recognition,grasper,grasper,True,6
1371,Instrument Recognition,"grasper, hook",grasper,True,6
1372,Instrument Recognition,"They are classified as grasper, grasper.",clipper,False,6
1373,Instrument Recognition,"## Surgical Answers
(1) They fall into the categories Grasper, Clipper.
(2) The phase is Clipping Cutting.",grasper,True,6
1374,Instrument Recognition,"## Surgical Answers
(1) They belong to the categories Grasper, Hook.
(2) The procedure is in the Gallbladder Dissection phase.",grasper,True,6
1375,Instrument Recognition,They belong to the following categories: bipolar.,bipolar,True,6
1376,Instrument Recognition,The instrument categories are Hook.,bipolar,False,6
1377,Instrument Recognition,They fit into the categories Hook.,hook,True,6
1378,Instrument Recognition,"They are classified as grasper, grasper.",grasper,True,6
1379,Instrument Recognition,grasper,grasper,True,6
1380,Instrument Recognition,hook,hook,True,6
1381,Instrument Recognition,They belong to hook.,grasper,False,6
1382,Instrument Recognition,They belong to the categories Grasper.,clipper,False,6
1383,Instrument Recognition,"grasper, irrigator",grasper,True,6
1384,Instrument Recognition,"They belong to the categories grasper, hook.",scissors,False,6
